	AgI	Transcript.Cluster.ID
13432637	At3g24000	13432637
13432640	AMBIgUOUS	13432640
13432644	At3g24050	13432644
13432649	At3g24070	13432649
13432653	At3g24100	13432653
13432658	At3g24160	13432658
13432672	At3g24190	13432672
13432688	At3g24220	13432688
13432690	At3g24225	13432690
13432693	At3g24230	13432693
13432702	At3g24240	13432702
13432707	At3g24250	13432707
13432711	At3g24255	13432711
13432722	At3g24330	13432722
13432724	At3g24350	13432724
13432735	At3g24490	13432735
13432739	At3g24500	13432739
13432745	At3g24508	13432745
13432748	At3g24510	13432748
13432753	At3g24513	13432753
13432756	At3g24520	13432756
13432761	At3g24535	13432761
13432763	At3g24540	13432763
13432773	At3g24542	13432773
13432779	At3g24550	13432779
13432789	AMBIgUOUS	13432789
13432803	At3g24580	13432803
13432805	At3g24590	13432805
13432812	At3g24630	13432812
13432818	At3g24640	13432818
13432824	At3g24650	13432824
13432833	At3g24660	13432833
13432837	At3g24690	13432837
13432842	At3g24700	13432842
13432844	At3g24715	13432844
13432854	At3g24740	13432854
13432860	At3g24750	13432860
13432867	At3g24760	13432867
13432870	At3g24770	13432870
13432874	At3g24780	13432874
13432876	At3g24790	13432876
13432882	At3g24800	13432882
13432893	At3g24810	13432893
13432899	At3g24830	13432899
13432905	At3g24840	13432905
13432922	At3g24850	13432922
13432924	At3g24860	13432924
13432927	At3g24890	13432927
13432934	At3g24929	13432934
13432942	At3g25013	13432942
13432950	At3g25030	13432950
13432956	At3g25040	13432956
13432965	At3g25050	13432965
13432971	At3g25060	13432971
13432973	At3g25070	13432973
13432979	At3g25080	13432979
13432987	At3g25100	13432987
13432991	At3g25130	13432991
13432994	At3g25140	13432994
13433000	At3g25190	13433000
13433005	At3g25200	13433005
13433010	At3g25210	13433010
13433013	At3g25220	13433013
13433022	At3g25221	13433022
13433024	At3g25230	13433024
13433040	At3g25240	13433040
13433042	At3g25250	13433042
13433047	At3g25260	13433047
13433054	At3g25280	13433054
13433059	At3g25290	13433059
13433064	At3g25400	13433064
13433069	At3g25420	13433069
13433084	At3g25430	13433084
13433094	At3g25440	13433094
13433100	At3g25470	13433100
13433112	At3g25490	13433112
13433116	At3g25540	13433116
13433125	At3g25545	13433125
13433130	At3g25550	13433130
13433134	At3g25573	13433134
13433137	At3g25577	13433137
13433140	At3g25580	13433140
13433146	At3g25585	13433146
13433164	At3g25590	13433164
13433168	At3g25597	13433168
13433172	At3g25600	13433172
13433176	At3g25640	13433176
13433180	At3g25680	13433180
13433194	At3g25690	13433194
13433210	At3g25700	13433210
13433216	At3g25710	13433216
13433221	At3g25720	13433221
13433224	At3g25730	13433224
13433228	At3g25740	13433228
13433240	At3g25750	13433240
13433243	At3g25760	13433243
13433248	At3g25770	13433248
13433253	At3g25780	13433253
13433258	At3g25790	13433258
13433264	At3g25810	13433264
13433273	At3g25820	13433273
13433284	At3g25820	13433284
13433294	At3g25860	13433294
13433302	At3g25890	13433302
13433309	At3g25900	13433309
13433319	At3g25910	13433319
13433324	At3g25940	13433324
13433331	At3g25950	13433331
13433335	At3g25960	13433335
13433337	At3g25980	13433337
13433346	At3g26010	13433346
13433349	At3g26020	13433349
13433363	At3g26030	13433363
13433368	At3g26040	13433368
13433370	At3g26050	13433370
13433381	At3g26060	13433381
13433389	At3g26070	13433389
13433397	At3g26080	13433397
13433405	At3g26085	13433405
13433419	At3g26090	13433419
13433432	At3g26100	13433432
13433444	At3g26110	13433444
13433447	At3g26115	13433447
13433456	At3g26120	13433456
13433464	At3g26125	13433464
13433466	At3g26200	13433466
13433470	At3g26235	13433470
13433474	At3g26370	13433474
13433488	At3g26380	13433488
13433504	At3g26400	13433504
13433508	AMBIgUOUS	13433508
13433520	At3g26440	13433520
13433540	At3g26470	13433540
13433545	At3g26490	13433545
13433550	At3g26570	13433550
13433558	At3g26580	13433558
13433564	At3g26600	13433564
13433568	At3g26610	13433568
13433577	At3g26612	13433577
13433582	At3g26618	13433582
13433587	At3g26620	13433587
13433590	At3g26640	13433590
13433594	At3g26650	13433594
13433602	At3g26680	13433602
13433616	At3g26700	13433616
13433627	At3g26710	13433627
13433634	At3g26720	13433634
13433665	At3g26730	13433665
13433677	At3g26740	13433677
13433683	At3g26742	13433683
13433687	AMBIgUOUS	13433687
13433689	At3g26760	13433689
13433695	At3g26770	13433695
13433702	At3g26780	13433702
13433707	At3g26782	13433707
13433711	At3g26800	13433711
13433713	At3g26810	13433713
13433719	At3g26820	13433719
13433736	At3g26830	13433736
13433740	AMBIgUOUS	13433740
13433755	At3g26920	13433755
13433766	At3g26922	13433766
13433771	At3g26930	13433771
13433777	At3g27025	13433777
13433783	At3g27027	13433783
13433785	At3g27090	13433785
13433793	At3g27110	13433793
13433806	At3g27160	13433806
13433810	AMBIgUOUS	13433810
13433818	At3g27230	13433818
13433823	At3g27250	13433823
13433827	At3g27260	13433827
13433843	At3g27270	13433843
13433847	At3g27280	13433847
13433854	At3g27320	13433854
13433862	At3g27325	13433862
13433885	At3g27328	13433885
13433887	At3g27329	13433887
13433889	At3g27331	13433889
13433891	At3g27340	13433891
13433898	At3g27350	13433898
13433910	At3g27400	13433910
13433917	AMBIgUOUS	13433917
13433921	At3g27420	13433921
13433930	At3g27425	13433930
13433932	At3g27430	13433932
13433945	At3g27440	13433945
13433959	At3g27470	13433959
13433977	At3g27520	13433977
13433982	At3g27540	13433982
13433987	AMBIgUOUS	13433987
13433989	At3g27590	13433989
13433994	At3g27640	13433994
13434012	At3g27650	13434012
13434017	At3g27660	13434017
13434022	At3g27670	13434022
13434046	At3g27690	13434046
13434051	At3g27710	13434051
13434055	At3g27720	13434055
13434059	At3g27750	13434059
13434062	AMBIgUOUS	13434062
13434068	At3g27820	13434068
13434078	At3g27830	13434078
13434082	At3g27840	13434082
13434084	At3g27850	13434084
13434088	At3g27860	13434088
13434090	UNIDENtIFIED	13434090
13434092	At3g27870	13434092
13434104	At3g27880	13434104
13434108	At3g27940	13434108
13434112	At3g27950	13434112
13434119	At3g27970	13434119
13434126	At3g27980	13434126
13434131	At3g27999	13434131
13434133	At3g28030	13434133
13434151	At3g28040	13434151
13434156	At3g28050	13434156
13434166	At3g28060	13434166
13434172	At3g28070	13434172
13434183	At3g28080	13434183
13434192	At3g28100	13434192
13434201	At3g28130	13434201
13434213	At3g28140	13434213
13434220	At3g28170	13434220
13434227	At3g28180	13434227
13434234	At3g28190	13434234
13434241	At3g28200	13434241
13434244	At3g28210	13434244
13434249	At3g28220	13434249
13434256	At3g28230	13434256
13434262	At3g28250	13434262
13434264	At3g28260	13434264
13434268	At3g28270	13434268
13434273	At3g28290	13434273
13434277	At3g28291	13434277
13434279	At3g28290	13434279
13434283	At3g28310	13434283
13434286	At3g28320	13434286
13434290	At3g28370	13434290
13434299	At3g28450	13434299
13434303	At3g28500	13434303
13434307	At3g28510	13434307
13434311	At3g28520	13434311
13434313	At3g28530	13434313
13434315	At3g28540	13434315
13434319	At3g28560	13434319
13434323	At3g28570	13434323
13434325	At3g28580	13434325
13434329	At3g28590	13434329
13434331	At3g28600	13434331
13434334	At3g28610	13434334
13434336	At3g28620	13434336
13434338	At3g28630	13434338
13434345	At3g28650	13434345
13434347	At3g28670	13434347
13434360	At3g28690	13434360
13434372	At3g28700	13434372
13434386	At3g28715	13434386
13434397	At3g28720	13434397
13434400	At3g28730	13434400
13434419	At3g28770	13434419
13434423	At3g28820	13434423
13434427	At3g28830	13434427
13434432	At3g28840	13434432
13434436	At3g28850	13434436
13434439	At3g28870	13434439
13434445	At3g28880	13434445
13434456	At3g28899	13434456
13434458	At3g28910	13434458
13434464	At3g28917	13434464
13434468	At3g28918	13434468
13434470	At3g28925	13434470
13434478	At3g28958	13434478
13434483	At3g29000	13434483
13434486	At3g29010	13434486
13434491	At3g29033	13434491
13434495	At3g29035	13434495
13434501	At3g29040	13434501
13434504	At3g29070	13434504
13434510	At3g29080	13434510
13434517	At3g29090	13434517
13434526	At1g68760	13434526
13434528	At3g29140	13434528
13434531	At3g29180	13434531
13434542	At3g29230	13434542
13434544	At3g29240	13434544
13434551	At3g29255	13434551
13434564	At3g29270	13434564
13434571	At3g29290	13434571
13434576	At3g29300	13434576
13434578	At3g29310	13434578
13434583	AMBIgUOUS	13434583
13434601	At3g29370	13434601
13434605	At3g29375	13434605
13434615	At3g29390	13434615
13434630	At3g29430	13434630
13434635	At3g29450	13434635
13434640	At3g29638	13434640
13434647	At3g29670	13434647
13434650	At3g29740	13434650
13434653	At3g29770	13434653
13434660	At3g29780	13434660
13434663	At3g29791	13434663
13434667	At3g29796	13434667
13434674	At3g29797	13434674
13434676	At3g29800	13434676
13434680	At3g29810	13434680
13434688	At3g29830	13434688
13434692	At3g29970	13434692
13434697	At3g30180	13434697
13434708	At3g30210	13434708
13434714	At3g30235	13434714
13434720	At3g30260	13434720
13434729	At3g30280	13434729
13434731	At3g30320	13434731
13434738	At3g30340	13434738
13434746	At3g30380	13434746
13434755	At3g30383	13434755
13434757	AMBIgUOUS	13434757
13434759	AMBIgUOUS	13434759
13434761	At3g30430	13434761
13434763	At3g30460	13434763
13434767	At3g30520	13434767
13434773	At3g30530	13434773
13434775	At3g30720	13434775
13434780	At3g30725	13434780
13434782	At3g30770	13434782
13434789	At3g30820	13434789
13434793	At3g30841	13434793
13434801	At3g30849	13434801
13434803	At3g31051	13434803
13434805	At3g31350	13434805
13434809	At3g31400	13434809
13434812	At3g31900	13434812
13434820	At3g31950	13434820
13434828	At3g32047	13434828
13434831	At3g32052	13434831
13434833	At3g32090	13434833
13434838	At3g32100	13434838
13434841	At3g32120	13434841
13434845	At3g32130	13434845
13434848	At3g32150	13434848
13434853	At3g32160	13434853
13434856	At3g32260	13434856
13434865	At3g32280	13434865
13434872	At3g32330	13434872
13434875	At3g32896	13434875
13434879	At3g32930	13434879
13434886	At3g32960	13434886
13434889	At3g33494	13434889
13434894	At3g33530	13434894
13434915	At3g41761	13434915
13434917	UNIDENtIFIED	13434917
13434919	AMBIgUOUS	13434919
13434921	At3g42150	13434921
13434927	At3g42160	13434927
13434931	At3g42170	13434931
13434935	At3g42310	13434935
13434938	At3g42380	13434938
13434941	At3g42385	13434941
13434943	At3g42473	13434943
13434947	At3g42560	13434947
13434951	At3g42570	13434951
13434954	At3g42630	13434954
13434959	At3g42640	13434959
13434973	At3g42660	13434973
13434986	At3g42728	13434986
13434988	At3g42770	13434988
13434994	At3g42780	13434994
13434996	At3g42786	13434996
13434998	At3g42800	13434998
13435002	At3g42870	13435002
13435007	At3g42880	13435007
13435010	At3g42940	13435010
13435012	At3g42950	13435012
13435020	At3g42970	13435020
13435023	At3g42990	13435023
13435026	At3g43120	13435026
13435032	At3g43148	13435032
13435041	At3g43150	13435041
13435045	At3g43160	13435045
13435052	At3g43180	13435052
13435056	At3g43210	13435056
13435072	At3g43230	13435072
13435079	At3g43250	13435079
13435081	At3g43260	13435081
13435088	At3g43290	13435088
13435092	At3g43400	13435092
13435099	At3g43420	13435099
13435102	At3g43440	13435102
13435113	At3g43490	13435113
13435118	At3g43520	13435118
13435123	At3g43540	13435123
13435137	At3g43550	13435137
13435143	At3g43570	13435143
13435149	At3g43580	13435149
13435152	At3g43590	13435152
13435162	At3g43623	13435162
13435164	At3g43630	13435164
13435166	At3g43660	13435166
13435170	At3g43670	13435170
13435180	At3g43682	13435180
13435184	At3g43700	13435184
13435191	At3g43710	13435191
13435193	At3g43740	13435193
13435203	At3g43750	13435203
13435206	At3g43790	13435206
13435227	At3g43800	13435227
13435232	At3g43833	13435232
13435237	At3g43840	13435237
13435241	At3g43860	13435241
13435252	At3g43870	13435252
13435256	At3g43900	13435256
13435258	At3g43910	13435258
13435263	At3g43920	13435263
13435288	At3g43950	13435288
13435290	At3g44006	13435290
13435292	At3g44020	13435292
13435298	At3g44050	13435298
13435320	At3g44090	13435320
13435325	At3g44091	13435325
13435327	At3g44115	13435327
13435330	At3g44130	13435330
13435333	At3g44150	13435333
13435338	At3g44170	13435338
13435340	At3g44180	13435340
13435344	At3g44200	13435344
13435361	At3g44210	13435361
13435367	At3g44220	13435367
13435372	At3g44230	13435372
13435374	At3g44235	13435374
13435377	At3g44240	13435377
13435379	At3g44300	13435379
13435387	At3g44310	13435387
13435396	At3g44320	13435396
13435403	At3g44330	13435403
13435420	At3g44430	13435420
13435424	At3g44440	13435424
13435427	At3g44490	13435427
13435435	At3g44530	13435435
13435451	At3g44540	13435451
13435464	At3g44550	13435464
13435477	At3g44560	13435477
13435488	At3g44570	13435488
13435493	At3g44590	13435493
13435498	At3g44620	13435498
13435507	At3g44630	13435507
13435518	At3g44670	13435518
13435526	At3g44713	13435526
13435530	At3g44716	13435530
13435537	At3g44720	13435537
13435541	At3g44730	13435541
13435560	At3g44750	13435560
13435570	At3g44755	13435570
13435575	At3g44760	13435575
13435579	At3g44765	13435579
13435589	At3g44770	13435589
13435604	At3g44783	13435604
13435606	At3g44790	13435606
13435611	At3g44798	13435611
13435613	At3g44800	13435613
13435621	At3g44805	13435621
13435626	At3g44830	13435626
13435633	At3g44860	13435633
13435638	At3g44870	13435638
13435643	At3g44880	13435643
13435653	At3g44890	13435653
13435663	At3g44900	13435663
13435667	At3g44935	13435667
13435669	At3g44950	13435669
13435671	At3g44960	13435671
13435677	At3g44970	13435677
13435686	At3g44980	13435686
13435691	At3g45000	13435691
13435698	At3g45010	13435698
13435708	At3g45050	13435708
13435719	At3g45093	13435719
13435722	At3g45100	13435722
13435734	At3g45110	13435734
13435736	At3g45140	13435736
13435745	At3g45150	13435745
13435747	At3g45170	13435747
13435750	At3g45230	13435750
13435754	At3g45243	13435754
13435756	At3g45245	13435756
13435758	At3g45248	13435758
13435760	At3g45252	13435760
13435762	At3g45275	13435762
13435764	At3g45285	13435764
13435766	At3g45290	13435766
13435783	At3g45320	13435783
13435785	At3g45400	13435785
13435789	At3g45450	13435789
13435796	At3g45577	13435796
13435800	At3g45590	13435800
13435806	At3g45620	13435806
13435814	At3g45640	13435814
13435823	At3g45650	13435823
13435829	At3g45660	13435829
13435835	At3g45670	13435835
13435837	At3g45680	13435837
13435844	At3g45690	13435844
13435850	At3g45700	13435850
13435857	At3g45710	13435857
13435864	At3g45720	13435864
13435869	At3g45730	13435869
13435873	At3g45740	13435873
13435887	At3g45780	13435887
13435910	At3g45830	13435910
13435913	AMBIgUOUS	13435913
13435915	At3g45870	13435915
13435925	At3g45890	13435925
13435934	At3g45920	13435934
13435938	AMBIgUOUS	13435938
13435941	AMBIgUOUS	13435941
13435943	At3g45955	13435943
13435945	At3g45960	13435945
13435951	AMBIgUOUS	13435951
13435953	At3g45970	13435953
13435958	At3g46040	13435958
13435964	At3g46050	13435964
13435966	At3g46060	13435966
13435979	At3g46110	13435979
13435988	At3g46130	13435988
13435998	At3g46140	13435998
13436000	At3g46160	13436000
13436002	At3g46190	13436002
13436009	At3g46200	13436009
13436020	At3g46220	13436020
13436043	AMBIgUOUS	13436043
13436047	At3g46340	13436047
13436061	At3g46350	13436061
13436076	At3g46370	13436076
13436088	At3g46400	13436088
13436099	At3g46410	13436099
13436105	At3g46420	13436105
13436119	AMBIgUOUS	13436119
13436124	At3g46480	13436124
13436132	At3g46490	13436132
13436143	At3g46500	13436143
13436154	At3g46520	13436154
13436161	At3g46560	13436161
13436166	At3g46580	13436166
13436172	AMBIgUOUS	13436172
13436174	At3g46590	13436174
13436188	At3g46600	13436188
13436196	At3g46613	13436196
13436198	At3g46640	13436198
13436206	At3g46660	13436206
13436209	At3g46666	13436209
13436215	At3g46750	13436215
13436223	At3g46760	13436223
13436225	At3g46770	13436225
13436232	At3g46780	13436232
13436240	At3g46840	13436240
13436250	At3g46850	13436250
13436259	At3g46860	13436259
13436262	At3g46870	13436262
13436267	At3g46880	13436267
13436273	At3g46900	13436273
13436276	At3g46904	13436276
13436278	At3g46910	13436278
13436283	At3g46930	13436283
13436290	AMBIgUOUS	13436290
13436294	At3g46990	13436294
13436298	At3g47020	13436298
13436303	At3g47030	13436303
